recency,frequency,total_value,bank_approved,bank_err,bank_invalid_card,bank_insufficient_fund,bank_do_not_honor,bank_lost_card,amount_high,is_fraud,channel_master,channel_visa,channel_amex
185,1,600.0,1,0,0,0,0,0,0,0,0,1,0
64,1,500.0,1,0,0,0,0,0,0,0,0,1,0
172,1,1000.0,0,0,0,0,1,0,0,0,0,1,0
171,1,1000.0,1,0,0,0,0,0,0,0,0,1,0
19,15,9800.0,8,0,0,0,7,0,0,0,0,15,0
108,1,1000.0,0,0,0,0,1,0,0,0,0,1,0
17,4,4000.0,4,0,0,0,0,0,0,0,0,4,0
79,2,2000.0,2,0,0,0,0,0,0,0,0,2,0
100,2,1600.0,2,0,0,0,0,0,0,0,0,2,0
1,2,2000.0,1,0,0,1,0,0,0,0,0,2,0
175,1,2000.0,1,0,0,0,0,0,0,0,0,1,0
4,7,7900.0,0,0,0,0,7,0,0,0,0,7,0
127,4,2400.0,2,0,0,0,2,0,0,0,0,4,0
17,8,8000.0,8,0,0,0,0,0,0,0,0,8,0
114,3,6300.0,3,0,0,0,0,0,0,0,0,3,0
2,7,5400.0,7,0,0,0,0,0,0,0,0,7,0
4,1,800.0,1,0,0,0,0,0,0,0,0,1,0
14,5,3400.0,5,0,0,0,0,0,0,0,0,5,0
176,1,600.0,1,0,0,0,0,0,0,0,0,1,0
170,2,2000.0,0,0,0,0,0,2,0,0,0,2,0
19,3,6900.0,3,0,0,0,0,0,0,0,0,3,0
1,2,1600.0,2,0,0,0,0,0,0,0,0,2,0
176,1,700.0,1,0,0,0,0,0,0,0,0,1,0
51,1,1000.0,1,0,0,0,0,0,0,0,0,1,0
6,12,9800.0,10,0,0,0,2,0,0,0,0,12,0
24,11,9900.0,11,0,0,0,0,0,0,0,0,11,0
166,1,600.0,1,0,0,0,0,0,0,0,1,0,0
72,1,1000.0,1,0,0,0,0,0,0,0,1,0,0
79,5,3600.0,5,0,0,0,0,0,0,0,5,0,0
50,2,3000.0,2,0,0,0,0,0,0,0,2,0,0
23,6,13000.0,6,0,0,0,0,0,0,0,6,0,0
77,7,8000.0,5,0,0,0,2,0,0,0,7,0,0
24,1,1000.0,1,0,0,0,0,0,0,0,1,0,0
16,8,8000.0,8,0,0,0,0,0,0,0,8,0,0
50,1,1000.0,1,0,0,0,0,0,0,0,1,0,0
91,1,1000.0,0,0,0,1,0,0,0,0,1,0,0
17,3,2200.0,3,0,0,0,0,0,0,0,3,0,0
147,1,600.0,0,0,0,0,1,0,0,0,1,0,0
35,7,5600.0,7,0,0,0,0,0,0,0,7,0,0
105,4,8000.0,4,0,0,0,0,0,0,0,4,0,0
57,2,1600.0,2,0,0,0,0,0,0,0,2,0,0
142,2,2400.0,2,0,0,0,0,0,0,0,2,0,0
43,1,1000.0,1,0,0,0,0,0,0,0,1,0,0
99,1,1000.0,0,0,0,0,0,1,0,0,1,0,0
189,1,1000.0,1,0,0,0,0,0,0,0,0,1,0
189,1,3600.0,1,0,0,0,0,0,0,0,0,1,0
189,2,2600.0,2,0,0,0,0,0,0,0,0,2,0
172,1,2600.0,1,0,0,0,0,0,0,0,0,1,0
189,1,323.89,0,0,0,1,0,0,0,0,1,0,0
189,1,600.0,1,0,0,0,0,0,0,0,0,1,0
2,23,93382.0,1,0,0,22,0,0,0,0,0,23,0
127,4,20512.0,4,0,0,0,0,0,0,0,0,4,0
189,1,538.86,0,0,0,0,0,1,0,0,0,1,0
1,16,46472.869999999995,11,0,0,5,0,0,0,0,0,16,0
189,1,6000.0,1,0,0,0,0,0,0,0,1,0,0
13,6,5700.01,6,0,0,0,0,0,0,0,0,6,0
189,1,21700.0,1,0,0,0,0,0,1,0,0,1,0
67,4,4000.0,2,0,0,2,0,0,0,0,0,4,0
156,5,5000.0,4,0,0,0,1,0,0,0,0,5,0
68,3,3000.0,3,0,0,0,0,0,0,0,0,3,0
170,1,2000.0,1,0,0,0,0,0,0,0,1,0,0
146,3,4000.0,1,0,0,0,2,0,0,0,3,0,0
55,9,8200.0,9,0,0,0,0,0,0,0,0,9,0
22,6,5400.0,6,0,0,0,0,0,0,0,0,6,0
92,7,9000.0,7,0,0,0,0,0,0,0,7,0,0
8,7,26824.0,7,0,0,0,0,0,0,0,0,7,0
189,1,5051.0,0,0,0,0,0,1,0,0,0,1,0
151,2,10101.0,2,0,0,0,0,0,0,0,0,2,0
189,1,1000.0,1,0,0,0,0,0,0,0,0,1,0
8,5,35800.0,5,0,0,0,0,0,0,0,0,5,0
189,1,3600.0,1,0,0,0,0,0,0,0,0,1,0
189,1,4799.0,1,0,0,0,0,0,0,0,0,1,0
189,1,2077.0,1,0,0,0,0,0,0,0,0,1,0
6,3,9600.0,3,0,0,0,0,0,0,0,0,3,0
189,1,7400.0,1,0,0,0,0,0,0,0,0,1,0
134,3,5890.4,3,0,0,0,0,0,0,0,0,3,0
162,5,1733855.0,1,0,0,4,0,0,5,0,0,5,0
189,1,5000.0,1,0,0,0,0,0,0,0,1,0,0
189,1,3200.0,1,0,0,0,0,0,0,0,0,1,0
65,3,2000.0,3,0,0,0,0,0,0,0,0,3,0
93,1,800.0,1,0,0,0,0,0,0,0,0,1,0
5,2,1200.0,2,0,0,0,0,0,0,0,0,2,0
88,2,6800.0,2,0,0,0,0,0,0,0,0,2,0
114,3,1823.83,3,0,0,0,0,0,0,0,0,3,0
189,1,10.0,0,0,0,0,0,1,0,0,0,1,0
189,1,1400.0,1,0,0,0,0,0,0,0,0,1,0
189,1,1800.0,1,0,0,0,0,0,0,0,0,1,0
189,1,308.43,1,0,0,0,0,0,0,0,0,1,0
3,13,40942.0,8,0,0,5,0,0,0,0,0,13,0
189,1,1400.0,1,0,0,0,0,0,0,0,1,0,0
161,2,8000.0,2,0,0,0,0,0,0,0,0,2,0
6,7,87500.0,7,0,0,0,0,0,7,0,0,7,0
189,1,21900.0,1,0,0,0,0,0,1,0,0,1,0
51,6,6000.0,6,0,0,0,0,0,0,0,0,6,0
17,3,3000.0,3,0,0,0,0,0,0,0,3,0,0
189,1,1800.0,1,0,0,0,0,0,0,0,0,1,0
113,2,5600.0,2,0,0,0,0,0,0,0,0,2,0
189,1,2600.0,0,0,0,0,0,1,0,0,0,1,0
4,3,5400.0,3,0,0,0,0,0,0,0,0,3,0
189,1,1000.0,1,0,0,0,0,0,0,0,0,1,0
7,7,119350.0,7,0,0,0,0,0,7,0,0,7,0
189,1,4200.0,1,0,0,0,0,0,0,0,0,1,0
189,1,323.89,0,0,0,0,0,1,0,0,0,1,0
189,1,1400.0,0,0,0,0,0,1,0,0,0,1,0
7,7,120708.0,7,0,0,0,0,0,7,0,0,7,0
31,8,104000.0,6,2,0,0,0,0,8,0,0,8,0
107,9,24450.0,2,0,0,0,0,7,0,0,0,9,0
188,1,5200.0,1,0,0,0,0,0,0,0,0,1,0
188,1,2200.0,1,0,0,0,0,0,0,0,0,1,0
188,1,3960.0,1,0,0,0,0,0,0,0,0,1,0
188,1,1800.0,1,0,0,0,0,0,0,0,0,1,0
9,6,13902.0,6,0,0,0,0,0,0,0,0,6,0
13,13,84500.0,5,1,0,7,0,0,0,0,0,13,0
101,7,17500.0,7,0,0,0,0,0,0,0,0,7,0
49,2,7000.0,2,0,0,0,0,0,0,0,0,2,0
15,1,2600.0,1,0,0,0,0,0,0,0,0,1,0
188,1,38200.0,1,0,0,0,0,0,1,0,0,1,0
188,1,323.89,0,0,0,1,0,0,0,0,1,0,0
125,2,11391.0,2,0,0,0,0,0,0,0,0,2,0
20,6,4800.0,6,0,0,0,0,0,0,0,0,6,0
188,1,323.89,0,0,0,1,0,0,0,0,0,1,0
2,1,2213.0,1,0,0,0,0,0,0,0,1,0,0
118,7,21435.0,7,0,0,0,0,0,0,0,7,0,0
188,1,816.66,1,0,0,0,0,0,0,0,0,1,0
37,1,13197.44,1,0,0,0,0,0,1,0,1,0,0
2,16,19712.0,6,0,0,10,0,0,0,0,0,16,0
5,6,11175.0,4,0,0,2,0,0,0,0,0,6,0
188,1,1000.0,1,0,0,0,0,0,0,0,0,1,0
188,1,104826.0,1,0,0,0,0,0,1,0,0,1,0
8,15,5508.290000000001,4,0,0,10,1,0,0,0,15,0,0
188,1,323.89,0,0,0,1,0,0,0,0,1,0,0
41,3,8100.0,3,0,0,0,0,0,0,0,3,0,0
103,4,20252.0,4,0,0,0,0,0,0,0,0,4,0
77,1,2996.0,1,0,0,0,0,0,0,0,0,1,0
7,8,19545.0,8,0,0,0,0,0,0,0,8,0,0
185,1,1000.0,1,0,0,0,0,0,0,0,0,1,0
6,23,22200.0,23,0,0,0,0,0,0,0,0,23,0
7,7,35147.0,7,0,0,0,0,0,0,0,0,7,0
31,6,38155.0,6,0,0,0,0,0,0,0,6,0,0
188,1,1800.0,1,0,0,0,0,0,0,0,0,1,0
19,16,84145.0,4,0,0,12,0,0,0,0,16,0,0
188,1,1800.0,1,0,0,0,0,0,0,0,1,0,0
188,1,8244.0,1,0,0,0,0,0,0,0,1,0,0
188,1,1200.0,1,0,0,0,0,0,0,0,0,1,0
188,1,2.0,1,0,0,0,0,0,0,0,0,1,0
188,1,1518.0,1,0,0,0,0,0,0,0,0,1,0
125,4,13847.0,4,0,0,0,0,0,0,0,0,4,0
168,1,8300.0,0,0,0,1,0,0,0,0,0,1,0
188,1,2994.0,0,0,0,0,0,1,0,0,0,1,0
188,1,10100.0,1,0,0,0,0,0,1,0,0,1,0
188,2,3600.0,1,0,0,0,1,0,0,0,0,2,0
188,1,600.0,1,0,0,0,0,0,0,0,0,1,0
127,1,3200.0,1,0,0,0,0,0,0,0,0,1,0
68,5,14150.0,5,0,0,0,0,0,0,0,5,0,0
188,1,600.0,0,0,0,1,0,0,0,0,0,1,0
87,6,4800.0,5,0,0,0,0,1,0,0,0,6,0
160,2,6200.0,1,0,0,1,0,0,0,0,0,2,0
159,1,3100.0,0,0,0,0,0,1,0,0,0,1,0
188,1,600.0,0,0,0,0,0,1,0,0,1,0,0
1,26,130000.0,0,0,0,0,26,0,0,0,26,0,0
188,1,980.0,1,0,0,0,0,0,0,0,0,1,0
188,5,4175.210000000001,0,0,0,3,0,2,0,0,0,5,0
188,1,10438.0,1,0,0,0,0,0,1,0,0,1,0
188,1,5899.0,1,0,0,0,0,0,0,0,0,1,0
188,1,20799.0,1,0,0,0,0,0,1,0,0,1,0
188,1,6296.0,1,0,0,0,0,0,0,0,0,1,0
188,1,2278.0,1,0,0,0,0,0,0,0,0,1,0
184,3,6420.0,1,0,0,2,0,0,0,0,0,3,0
188,1,1000.0,1,0,0,0,0,0,0,0,0,1,0
111,1,1800.0,1,0,0,0,0,0,0,0,0,1,0
188,1,120000.0,1,0,0,0,0,0,1,0,0,1,0
17,7,7000.0,7,0,0,0,0,0,0,0,0,7,0
188,2,2000.0,0,0,0,0,0,2,0,0,0,2,0
188,1,1099.0,1,0,0,0,0,0,0,0,0,1,0
188,2,2000.0,1,0,0,0,1,0,0,0,0,2,0
188,1,1000.0,1,0,0,0,0,0,0,0,1,0,0
174,7,10961.71,6,0,0,1,0,0,0,0,0,7,0
188,1,750.0,0,0,0,1,0,0,0,0,0,1,0
17,30,9716.7,13,0,0,15,2,0,0,0,30,0,0
188,1,266772.0,1,0,0,0,0,0,1,0,1,0,0
180,2,200.0,2,0,0,0,0,0,0,0,2,0,0
188,1,3500.0,0,0,0,1,0,0,0,0,0,1,0
1,13,42592.0,6,0,0,7,0,0,0,0,0,13,0
48,7,13900.0,7,0,0,0,0,0,0,0,0,7,0
159,2,4900.0,2,0,0,0,0,0,0,0,0,2,0
2,6,18000.0,2,0,0,4,0,0,0,0,0,6,0
188,1,980.0,1,0,0,0,0,0,0,0,1,0,0
35,2,7200.0,2,0,0,0,0,0,0,0,0,2,0
2,5,18745.0,1,0,0,4,0,0,0,0,5,0,0
4,22,69192.0,2,0,0,20,0,0,0,0,0,22,0
10,7,42000.0,7,0,0,0,0,0,0,0,0,7,0
163,4,22416.0,4,0,0,0,0,0,1,0,4,0,0
182,2,10625.0,2,0,0,0,0,0,0,0,0,2,0
188,1,6001.0,1,0,0,0,0,0,0,0,1,0,0
167,2,4033.0,2,0,0,0,0,0,0,0,0,2,0
188,1,3230.0,1,0,0,0,0,0,0,0,0,1,0
188,1,6150.0,0,0,0,1,0,0,0,0,0,1,0
161,2,693.45,2,0,0,0,0,0,0,0,0,2,0
188,1,62175.0,1,0,0,0,0,0,1,0,0,1,0
188,1,4663.0,0,0,0,1,0,0,0,0,0,1,0
6,7,45500.0,7,0,0,0,0,0,0,0,0,7,0
117,1,3155.0,0,0,0,0,1,0,0,0,1,0,0
18,5,5000.0,5,0,0,0,0,0,0,0,0,5,0
188,1,1000.0,1,0,0,0,0,0,0,0,0,1,0
188,1,2755.0,1,0,0,0,0,0,0,0,0,1,0
188,1,4724.0,1,0,0,0,0,0,0,0,0,1,0
60,5,31250.0,4,0,1,0,0,0,0,0,0,5,0
188,1,1549.4,1,0,0,0,0,0,0,0,1,0,0
69,2,5800.0,2,0,0,0,0,0,0,0,0,2,0
187,2,2792.44,1,0,0,0,0,1,0,0,0,2,0
100,2,1390.2,2,0,0,0,0,0,0,0,2,0,0
5,6,4200.0,6,0,0,0,0,0,0,0,0,6,0
152,1,4540.0,1,0,0,0,0,0,0,0,0,1,0
6,1,4530.0,1,0,0,0,0,0,0,0,0,1,0
187,1,4540.0,0,0,1,0,0,0,0,0,0,1,0
35,3,13617.0,3,0,0,0,0,0,0,0,3,0,0
1,3,41394.0,3,0,0,0,0,0,3,0,0,3,0
29,4,34000.0,4,0,0,0,0,0,0,0,0,4,0
187,1,75000.0,1,0,0,0,0,0,1,0,0,1,0
187,1,750000.0,1,0,0,0,0,0,1,0,0,1,0
170,2,4900.0,2,0,0,0,0,0,0,0,0,2,0
187,1,538.86,1,0,0,0,0,0,0,0,0,1,0
187,5,480000.0,5,0,0,0,0,0,5,0,0,5,0
187,1,808.0,1,0,0,0,0,0,0,0,0,1,0
1,38,225529.0,15,0,0,23,0,0,1,0,0,38,0
114,3,7700.0,3,0,0,0,0,0,0,0,0,3,0
187,1,5117.0,1,0,0,0,0,0,0,0,0,1,0
18,8,9600.0,8,0,0,0,0,0,0,0,8,0,0
151,2,6598.0,2,0,0,0,0,0,0,0,0,2,0
187,1,2200.0,1,0,0,0,0,0,0,0,0,1,0
146,2,1284.98,2,0,0,0,0,0,0,0,0,2,0
109,2,7000.0,2,0,0,0,0,0,0,0,0,2,0
187,1,1000.0,1,0,0,0,0,0,0,0,1,0,0
6,7,24500.0,7,0,0,0,0,0,0,0,0,7,0
92,2,7000.0,2,0,0,0,0,0,0,0,0,2,0
1,4,7000.0,4,0,0,0,0,0,0,0,0,4,0
187,2,1800.0,2,0,0,0,0,0,0,0,2,0,0
187,1,2940.0,1,0,0,0,0,0,0,0,0,1,0
113,4,4000.0,4,0,0,0,0,0,0,0,0,4,0
1,14,52948.0,5,0,0,1,8,0,0,0,0,14,0
187,1,18398.75,0,0,0,0,1,0,1,0,0,1,0
187,1,538.86,1,0,0,0,0,0,0,0,0,1,0
187,1,980.0,1,0,0,0,0,0,0,0,0,1,0
177,2,30378.5,2,0,0,0,0,0,2,0,0,2,0
187,1,538.86,1,0,0,0,0,0,0,0,0,1,0
187,1,4582.0,1,0,0,0,0,0,0,0,1,0,0
187,1,2504.0,1,0,0,0,0,0,0,0,0,1,0
187,1,1375.0,0,0,0,0,1,0,0,0,0,1,0
187,1,1000.0,1,0,0,0,0,0,0,0,0,1,0
186,1,104.54,0,0,1,0,0,0,0,0,0,1,0
186,4,463.68,2,0,0,2,0,0,0,0,0,4,0
187,2,2160.0,0,0,0,0,0,2,0,0,0,2,0
28,3,16386.0,3,0,0,0,0,0,0,0,0,3,0
187,1,8240.0,1,0,0,0,0,0,0,0,0,1,0
187,1,115.0,0,0,0,1,0,0,0,0,0,1,0
187,1,124322.0,1,0,0,0,0,0,1,0,1,0,0
187,1,1000.0,1,0,0,0,0,0,0,0,0,1,0
187,1,2500.0,1,0,0,0,0,0,0,0,0,1,0
62,1,2520.0,1,0,0,0,0,0,0,0,0,1,0
5,3,12700.0,3,0,0,0,0,0,0,0,0,3,0
187,1,1799.0,1,0,0,0,0,0,0,0,0,1,0
187,1,171.5,1,0,0,0,0,0,0,0,0,1,0
187,1,1080.0,1,0,0,0,0,0,0,0,1,0,0
50,1,1200.0,1,0,0,0,0,0,0,0,0,1,0
50,1,1200.0,0,0,0,0,0,1,0,0,0,1,0
166,5,6800.0,5,0,0,0,0,0,0,0,5,0,0
54,10,27252.5,10,0,0,0,0,0,0,0,0,10,0
187,1,3422.5,1,0,0,0,0,0,0,0,0,1,0
187,1,1800.0,1,0,0,0,0,0,0,0,0,1,0
187,1,1900.0,1,0,0,0,0,0,0,0,0,1,0
54,12,7709.819999999999,12,0,0,0,0,0,0,0,0,12,0
187,1,30900.0,1,0,0,0,0,0,1,0,0,1,0
187,1,5923.0,1,0,0,0,0,0,0,0,0,1,0
187,1,2600.0,1,0,0,0,0,0,0,0,0,1,0
122,3,9630.0,2,0,0,0,1,0,0,0,0,3,0
187,1,1188.18,1,0,0,0,0,0,0,0,0,1,0
187,1,538.86,1,0,0,0,0,0,0,0,0,1,0
187,1,3318.4,1,0,0,0,0,0,0,0,0,1,0
187,1,1000.0,1,0,0,0,0,0,0,0,0,1,0
187,1,3500.0,1,0,0,0,0,0,0,0,0,1,0
146,3,1616.58,3,0,0,0,0,0,0,0,0,3,0
5,5,50970.0,4,1,0,0,0,0,5,0,0,5,0
150,1,50000.0,1,0,0,0,0,0,1,0,0,1,0
4,8,23940.0,7,0,0,0,0,1,0,0,0,8,0
150,1,156000.0,1,0,0,0,0,0,1,0,1,0,0
90,2,35320.0,2,0,0,0,0,0,2,0,0,2,0
28,3,3000.0,3,0,0,0,0,0,0,0,0,3,0
187,1,1541.12,1,0,0,0,0,0,0,0,1,0,0
187,1,490.0,1,0,0,0,0,0,0,0,0,1,0
187,1,1085.0,1,0,0,0,0,0,0,0,0,1,0
187,1,4000.0,1,0,0,0,0,0,0,0,1,0,0
187,1,5762.0,1,0,0,0,0,0,0,0,0,1,0
187,1,6197.0,1,0,0,0,0,0,0,0,0,1,0
1,9,50028.0,6,0,0,3,0,0,0,0,9,0,0
187,1,10201.0,1,0,0,0,0,0,1,0,1,0,0
1,15,49960.0,3,0,0,12,0,0,0,0,15,0,0
187,1,1835.0,1,0,0,0,0,0,0,0,0,1,0
187,1,1348.0,1,0,0,0,0,0,0,0,1,0,0
3,7,44170.0,5,0,0,2,0,0,0,0,0,7,0
187,1,1800.0,1,0,0,0,0,0,0,0,0,1,0
187,1,3100.0,1,0,0,0,0,0,0,0,0,1,0
1,9,37000.0,5,0,0,4,0,0,0,0,0,9,0
187,1,75000.0,1,0,0,0,0,0,1,0,0,1,0
187,1,980.0,1,0,0,0,0,0,0,0,0,1,0
81,2,28631.0,2,0,0,0,0,0,1,0,0,2,0
187,1,775.1,1,0,0,0,0,0,0,0,1,0,0
5,12,61080.0,7,0,0,5,0,0,0,0,0,12,0
187,1,1800.0,1,0,0,0,0,0,0,0,0,1,0
187,1,10.0,1,0,0,0,0,0,0,0,1,0,0
31,6,12756.0,6,0,0,0,0,0,0,0,0,6,0
5,7,43750.0,7,0,0,0,0,0,0,0,0,7,0
186,1,1800.0,1,0,0,0,0,0,0,0,0,1,0
186,1,3000.0,1,0,0,0,0,0,0,0,0,1,0
186,1,8000.0,1,0,0,0,0,0,0,0,0,1,0
186,1,958.0,1,0,0,0,0,0,0,0,1,0,0
15,8,9000.0,8,0,0,0,0,0,0,0,0,8,0
83,7,4186.52,7,0,0,0,0,0,0,0,0,7,0
186,1,538.86,0,0,0,0,0,1,0,0,0,1,0
56,6,4476.66,6,0,0,0,0,0,0,0,6,0,0
186,1,1000.0,1,0,0,0,0,0,0,0,1,0,0
9,22,61226.0,2,0,0,20,0,0,0,0,22,0,0
72,7,4393.77,4,0,0,0,2,1,0,0,0,7,0
31,8,48926.0,6,0,0,0,2,0,1,0,0,8,0
81,1,746.11,1,0,0,0,0,0,0,0,0,1,0
186,1,538.86,1,0,0,0,0,0,0,0,0,1,0
111,5,3316.05,4,0,0,0,1,0,0,0,5,0,0
150,3,17387.0,2,0,0,0,0,1,0,0,0,3,0
67,1,3500.0,1,0,0,0,0,0,0,0,0,1,0
186,1,2393.0,1,0,0,0,0,0,0,0,0,1,0
22,1,4000.0,1,0,0,0,0,0,0,0,0,1,0
186,1,2900.0,1,0,0,0,0,0,0,0,1,0,0
186,1,2600.0,1,0,0,0,0,0,0,0,0,1,0
19,67,527219.6000000004,7,0,0,60,0,0,0,0,0,67,0
186,1,1818.0,1,0,0,0,0,0,0,0,0,1,0
186,1,980.0,1,0,0,0,0,0,0,0,0,1,0
186,1,538.86,1,0,0,0,0,0,0,0,0,1,0
155,2,20.0,2,0,0,0,0,0,0,0,0,2,0
186,1,2408.0,1,0,0,0,0,0,0,0,0,1,0
36,54,173020.0,6,0,0,48,0,0,0,0,0,54,0
186,2,6700.0,0,0,2,0,0,0,0,0,2,0,0
3,11,25900.0,11,0,0,0,0,0,0,0,11,0,0
186,1,980.0,1,0,0,0,0,0,0,0,0,1,0
181,1,350.0,1,0,0,0,0,0,0,0,1,0,0
96,5,16436.42,5,0,0,0,0,0,0,0,0,5,0
16,7,9000.0,7,0,0,0,0,0,0,0,0,7,0
186,1,14.5,1,0,0,0,0,0,0,0,0,1,0
149,1,3100.0,1,0,0,0,0,0,0,0,0,1,0
186,1,1000.0,1,0,0,0,0,0,0,0,1,0,0
186,1,3000.0,1,0,0,0,0,0,0,0,0,1,0
186,1,2450.0,1,0,0,0,0,0,0,0,0,1,0
186,1,5000.0,1,0,0,0,0,0,0,0,0,1,0
186,1,2110.0,0,0,0,0,1,0,0,0,0,1,0
24,9,9000.0,9,0,0,0,0,0,0,0,0,9,0
45,1,7298.0,1,0,0,0,0,0,0,0,0,1,0
186,1,1526.0,0,0,0,1,0,0,0,0,1,0,0
186,1,1800.0,1,0,0,0,0,0,0,0,0,1,0
138,6,25071.28,6,0,0,0,0,0,0,0,0,6,0
129,6,15677.0,6,0,0,0,0,0,0,0,0,6,0
30,3,11200.0,3,0,0,0,0,0,0,0,0,3,0
186,1,10400.0,1,0,0,0,0,0,1,0,0,1,0
16,7,8800.0,7,0,0,0,0,0,0,0,7,0,0
185,2,4700.0,1,0,0,1,0,0,0,0,0,2,0
186,1,1000.0,1,0,0,0,0,0,0,0,0,1,0
55,3,10968.0,3,0,0,0,0,0,0,0,0,3,0
186,1,1000.0,1,0,0,0,0,0,0,0,0,1,0
2,6,9426.0,0,0,0,6,0,0,0,0,0,6,0
90,4,40000.0,3,0,0,0,0,1,0,0,4,0,0
76,4,3600.0,4,0,0,0,0,0,0,0,0,4,0
158,8,4800.0,4,0,0,4,0,0,0,0,0,8,0
137,3,2400.0,0,0,0,0,0,3,0,0,0,3,0
129,1,1200.0,1,0,0,0,0,0,0,0,1,0,0
160,1,600.0,0,0,1,0,0,0,0,0,1,0,0
186,1,600.0,1,0,0,0,0,0,0,0,1,0,0
181,6,3600.0,0,0,0,0,6,0,0,0,0,6,0
3,17,13600.0,12,0,0,0,5,0,0,0,0,17,0
186,4,2400.0,0,0,0,0,0,4,0,0,0,4,0
186,2,1200.0,1,0,0,0,1,0,0,0,2,0,0
186,1,50485.0,1,0,0,0,0,0,1,0,0,1,0
186,1,980.0,1,0,0,0,0,0,0,0,0,1,0
186,1,4400.0,1,0,0,0,0,0,0,0,0,1,0
45,1,2200.0,1,0,0,0,0,0,0,0,1,0,0
186,1,1000.0,1,0,0,0,0,0,0,0,1,0,0
186,1,7100.0,1,0,0,0,0,0,0,0,0,1,0
186,1,1000.0,1,0,0,0,0,0,0,0,0,1,0
186,1,5644.0,1,0,0,0,0,0,0,0,1,0,0
186,1,1216.0,1,0,0,0,0,0,0,0,0,1,0
119,5,14838.0,2,0,0,0,3,0,0,0,0,5,0
7,9,33244.18,9,0,0,0,0,0,0,0,0,9,0
4,8,49960.0,7,0,0,1,0,0,0,0,0,8,0
186,1,48000.0,1,0,0,0,0,0,1,0,0,1,0
122,2,80485.0,2,0,0,0,0,0,1,0,0,2,0
4,7,36127.0,7,0,0,0,0,0,0,0,0,7,0
186,1,7366.0,1,0,0,0,0,0,0,0,0,1,0
22,3,4000.0,3,0,0,0,0,0,0,0,0,3,0
38,5,5000.0,5,0,0,0,0,0,0,0,0,5,0
186,2,8800.0,1,0,0,0,1,0,0,0,0,2,0
176,1,2762.0,1,0,0,0,0,0,0,0,0,0,1
186,1,3906.0,1,0,0,0,0,0,0,0,0,1,0
63,1,1110.0,1,0,0,0,0,0,0,0,0,1,0
94,4,4440.0,4,0,0,0,0,0,0,0,4,0,0
186,2,6400.0,1,0,0,0,1,0,0,0,0,2,0
81,3,9000.0,3,0,0,0,0,0,0,0,3,0,0
186,2,12598.0,1,0,0,0,0,1,0,0,0,2,0
150,1,11296.0,1,0,0,0,0,0,1,0,1,0,0
186,1,3380.0,1,0,0,0,0,0,0,0,0,1,0
2,9,47800.0,9,0,0,0,0,0,0,0,0,9,0
4,6,15000.0,5,0,0,1,0,0,0,0,0,6,0
1,178,1379091.8200000038,5,0,0,173,0,0,0,0,178,0,0
186,1,980.0,1,0,0,0,0,0,0,0,0,1,0
48,10,65572.89000000001,10,0,0,0,0,0,1,0,10,0,0
186,1,3250.0,1,0,0,0,0,0,0,0,0,1,0
186,1,2831.0,1,0,0,0,0,0,0,0,0,1,0
186,1,679.0,1,0,0,0,0,0,0,0,0,1,0
186,1,1800.0,1,0,0,0,0,0,0,0,0,1,0
143,3,1616.58,3,0,0,0,0,0,0,0,0,3,0
17,7,7000.0,7,0,0,0,0,0,0,0,0,7,0
186,1,4600.0,1,0,0,0,0,0,0,0,1,0,0
2,7,70000.0,7,0,0,0,0,0,0,0,0,7,0
164,2,4600.0,2,0,0,0,0,0,0,0,0,2,0
186,1,538.86,1,0,0,0,0,0,0,0,0,1,0
4,3,7200.0,2,0,0,1,0,0,0,0,0,3,0
73,14,18700.0,14,0,0,0,0,0,0,0,14,0,0
176,2,8843.0,2,0,0,0,0,0,0,0,0,0,2
126,1,79.0,1,0,0,0,0,0,0,0,0,1,0
186,1,3254.0,0,0,0,1,0,0,0,0,0,1,0
173,2,10371.0,2,0,0,0,0,0,0,0,2,0,0
5,7,17025.0,7,0,0,0,0,0,0,0,0,7,0
7,7,37800.0,5,0,0,1,0,1,0,0,0,7,0
2,23,72291.0,1,0,0,22,0,0,0,0,0,23,0
186,1,538.86,1,0,0,0,0,0,0,0,0,1,0
186,1,4720.0,1,0,0,0,0,0,0,0,0,1,0
4,7,33028.0,6,0,0,1,0,0,0,0,0,7,0
7,3,13479.0,3,0,0,0,0,0,0,0,0,3,0
84,2,2160.0,1,0,0,1,0,0,0,0,0,2,0
140,2,2000.0,0,0,0,0,2,0,0,0,0,2,0
18,11,11000.0,7,0,0,0,4,0,0,0,0,11,0
186,1,980.0,1,0,0,0,0,0,0,0,0,1,0
186,1,6882.0,1,0,0,0,0,0,0,0,0,1,0
185,3,3000.0,0,0,0,0,3,0,0,0,0,3,0
186,1,323.89,0,0,0,0,0,1,0,0,0,1,0
25,14,4534.459999999999,13,0,0,1,0,0,0,0,14,0,0
45,4,4000.0,4,0,0,0,0,0,0,0,0,4,0
164,2,2000.0,2,0,0,0,0,0,0,0,0,2,0
58,2,8900.0,2,0,0,0,0,0,0,0,2,0,0
186,1,4300.0,1,0,0,0,0,0,0,0,1,0,0
186,2,2900.0,1,0,0,1,0,0,0,0,0,2,0
186,1,17848.0,1,0,0,0,0,0,1,0,0,1,0
44,5,28869.0,4,0,0,0,1,0,0,0,5,0,0
25,1,3200.0,1,0,0,0,0,0,0,0,0,1,0
